   MQ-3 (Alcohol Sensor)(mg/L), MQ-4 (Methane Sensor)(ppm), MQ-7 (CO Sensor)(ppm), MQ-8 (Hydrogen Sensor)(ppm), MQ-9 (CO Sensor)(ppm), MQ-135 (Air Quality Sensor)(ppm), Timestamp
29.1,308.59,193.36,170.9,167.97,160.16,6:35:00
29.1,308.59,193.36,170.9,167.97,160.16,6:35:04
29.1,308.59,193.36,170.9,167.97,160.16,6:35:08
29.1,307.62,192.38,170.9,167.97,160.16,6:35:12
29.1,308.59,192.38,169.92,167.97,160.16,6:35:16
29.1,308.59,192.38,170.9,167.97,160.16,6:35:20
29.1,308.59,193.36,170.9,167.97,160.16,6:35:24
29.1,308.59,192.38,169.92,167.97,160.16,6:35:28
29,308.59,192.38,169.92,167.97,160.16,6:35:32
29.1,308.59,192.38,169.92,167.97,160.16,6:35:36
29.1,308.59,192.38,169.92,167.97,160.16,6:35:40
29,308.59,192.38,169.92,167.97,160.16,6:35:44
29,308.59,192.38,170.9,167.97,160.16,6:35:48
29,308.59,192.38,170.9,167.97,160.16,6:35:53
29,308.59,192.38,170.9,167.97,160.16,6:35:57
29,308.59,192.38,169.92,167.97,160.16,6:36:01
29,308.59,192.38,169.92,167.97,160.16,6:36:05
29,308.59,193.36,170.9,167.97,160.16,6:36:09
29,308.59,192.38,170.9,167.97,160.16,6:36:13
29,308.59,192.38,170.9,167.97,160.16,6:36:17
29,308.59,193.36,170.9,167.97,160.16,6:36:21
29,308.59,192.38,170.9,167.97,160.16,6:36:25
29.1,308.59,192.38,170.9,167.97,160.16,6:36:29
29,308.59,192.38,170.9,167.97,160.16,6:36:33
29,308.59,192.38,170.9,167.97,160.16,6:36:37
29,307.62,192.38,169.92,167.97,160.16,6:36:41
29,308.59,192.38,170.9,167.97,160.16,6:36:45
29,308.59,192.38,170.9,167.97,160.16,6:36:49
29,308.59,193.36,170.9,167.97,160.16,6:36:53
29,308.59,192.38,170.9,167.97,160.16,6:36:57
29,308.59,192.38,170.9,167.97,160.16,6:37:02
29,308.59,192.38,170.9,167.97,160.16,6:37:06
29,308.59,192.38,170.9,167.97,160.16,6:37:10
29,308.59,193.36,170.9,167.97,160.16,6:37:14
29.1,308.59,192.38,170.9,167.97,160.16,6:37:18
29,308.59,193.36,170.9,167.97,160.16,6:37:22
29.1,308.59,193.36,170.9,167.97,160.16,6:37:26
29,308.59,193.36,170.9,167.97,160.16,6:37:30
29,308.59,192.38,170.9,167.97,160.16,6:37:34
29.1,308.59,192.38,170.9,167.97,160.16,6:37:38
29.1,308.59,193.36,170.9,167.97,160.16,6:37:42
29,308.59,193.36,170.9,167.97,160.16,6:37:46
29,308.59,192.38,169.92,167.97,160.16,6:37:50
29,308.59,192.38,169.92,167.97,160.16,6:37:54
29,308.59,192.38,169.92,167.97,160.16,6:37:58
29,308.59,192.38,169.92,167.97,160.16,6:38:02
29,308.59,192.38,170.9,167.97,160.16,6:38:06
29,308.59,192.38,170.9,167.97,160.16,6:38:10
29,308.59,192.38,169.92,167.97,160.16,6:38:15
29,307.62,192.38,169.92,167.97,160.16,6:38:19
29,307.62,192.38,169.92,166.99,160.16,6:38:23
29,307.62,192.38,169.92,166.99,160.16,6:38:27
29,307.62,192.38,169.92,166.99,159.18,6:38:31
29,307.62,192.38,169.92,167.97,159.18,6:38:35
29,307.62,192.38,169.92,167.97,160.16,6:38:39
29,307.62,192.38,169.92,167.97,160.16,6:38:43
29,307.62,192.38,169.92,166.99,159.18,6:38:47
28.91,307.62,192.38,169.92,166.99,159.18,6:38:51
29,307.62,191.41,168.95,166.99,159.18,6:38:55
28.91,307.62,191.41,168.95,166.02,158.2,6:38:59
28.91,306.64,191.41,168.95,166.02,158.2,6:39:03
28.91,307.62,191.41,168.95,166.02,159.18,6:39:07
28.91,306.64,191.41,168.95,166.02,158.2,6:39:11
28.91,306.64,191.41,168.95,166.02,158.2,6:39:15
29,307.62,191.41,168.95,166.02,158.2,6:39:19
28.91,307.62,190.43,168.95,166.02,158.2,6:39:24
28.91,307.62,191.41,168.95,166.02,158.2,6:39:28
28.91,306.64,191.41,168.95,166.02,158.2,6:39:32
28.81,306.64,190.43,168.95,166.02,158.2,6:39:36
28.81,306.64,190.43,168.95,166.02,158.2,6:39:40
28.81,306.64,191.41,168.95,166.02,158.2,6:39:44
28.91,307.62,191.41,168.95,166.99,159.18,6:39:48
28.91,307.62,191.41,168.95,166.02,159.18,6:39:52
28.91,307.62,191.41,168.95,166.99,159.18,6:39:56
28.91,307.62,191.41,168.95,166.99,159.18,6:40:00
28.91,307.62,191.41,168.95,166.02,158.2,6:40:04
28.91,307.62,191.41,169.92,166.02,152.34,6:40:08
28.91,307.62,191.41,168.95,166.99,159.18,6:40:12
28.91,307.62,191.41,168.95,166.02,158.2,6:40:16
28.91,306.64,191.41,168.95,166.02,158.2,6:40:20
28.91,307.62,191.41,168.95,166.02,159.18,6:40:24
28.91,306.64,191.41,168.95,166.02,158.2,6:40:28
28.81,306.64,191.41,168.95,166.02,158.2,6:40:32
28.91,306.64,191.41,168.95,166.99,159.18,6:40:37
28.81,306.64,191.41,168.95,166.99,158.2,6:40:41
28.91,306.64,191.41,168.95,166.02,158.2,6:40:45
28.91,306.64,191.41,168.95,166.02,159.18,6:40:49
28.91,306.64,191.41,168.95,166.02,158.2,6:40:53
28.81,306.64,191.41,168.95,166.02,158.2,6:40:57
28.81,306.64,191.41,168.95,166.02,158.2,6:41:01
28.91,306.64,191.41,168.95,166.02,158.2,6:41:05
28.91,306.64,191.41,168.95,166.02,158.2,6:41:09
28.81,306.64,191.41,168.95,166.02,159.18,6:41:13
28.91,306.64,191.41,168.95,166.02,159.18,6:41:17
28.91,306.64,191.41,168.95,166.02,159.18,6:41:21
28.91,306.64,191.41,168.95,166.02,158.2,6:41:25
28.91,306.64,191.41,168.95,166.02,159.18,6:41:29
28.91,306.64,191.41,168.95,166.02,159.18,6:41:33
28.81,306.64,191.41,168.95,166.02,159.18,6:41:37
28.81,306.64,191.41,168.95,166.02,158.2,6:41:41
28.81,306.64,191.41,168.95,166.99,159.18,6:41:45
28.81,306.64,191.41,168.95,166.02,159.18,6:41:50
28.81,306.64,191.41,168.95,166.02,159.18,6:41:54
28.81,307.62,191.41,168.95,166.99,159.18,6:41:58
28.81,306.64,191.41,168.95,166.99,159.18,6:42:02
28.81,306.64,191.41,168.95,166.02,159.18,6:42:06
28.81,307.62,191.41,168.95,166.02,159.18,6:42:10
28.81,306.64,191.41,168.95,166.02,159.18,6:42:14
28.81,307.62,191.41,168.95,166.02,159.18,6:42:18
28.81,307.62,191.41,168.95,166.99,158.2,6:42:22
28.81,307.62,191.41,169.92,166.99,159.18,6:42:26
28.81,307.62,191.41,168.95,166.99,159.18,6:42:30
28.81,307.62,191.41,168.95,166.02,159.18,6:42:34
28.81,307.62,191.41,168.95,166.99,159.18,6:42:38
28.81,307.62,191.41,168.95,166.02,159.18,6:42:42
28.81,307.62,191.41,168.95,166.02,159.18,6:42:46
28.71,306.64,191.41,168.95,166.02,158.2,6:42:50
28.81,307.62,191.41,169.92,166.99,159.18,6:42:54
28.91,307.62,191.41,169.92,166.99,159.18,6:42:59
28.91,307.62,191.41,169.92,166.99,159.18,6:43:03
28.91,307.62,191.41,169.92,166.99,159.18,6:43:07
28.81,307.62,191.41,168.95,166.99,159.18,6:43:11
28.91,307.62,191.41,169.92,166.99,159.18,6:43:15
28.91,307.62,191.41,169.92,166.99,159.18,6:43:19
28.81,307.62,191.41,168.95,166.99,159.18,6:43:23
28.81,307.62,191.41,168.95,166.99,159.18,6:43:27
28.81,307.62,191.41,168.95,166.99,159.18,6:43:31
28.81,307.62,191.41,168.95,166.02,159.18,6:43:35
28.81,307.62,191.41,168.95,166.02,159.18,6:43:39
28.81,307.62,191.41,168.95,166.99,159.18,6:43:43
28.91,307.62,191.41,168.95,166.02,159.18,6:43:47
28.81,307.62,191.41,168.95,166.02,159.18,6:43:51
28.81,306.64,191.41,169.92,166.99,159.18,6:43:55
28.81,307.62,191.41,169.92,166.99,159.18,6:43:59
28.81,307.62,191.41,168.95,166.99,159.18,6:44:03
28.91,307.62,191.41,169.92,166.99,159.18,6:44:07
28.91,307.62,191.41,169.92,166.99,159.18,6:44:12
28.81,307.62,191.41,169.92,166.99,159.18,6:44:16
28.81,307.62,191.41,169.92,166.99,159.18,6:44:20
28.81,307.62,191.41,169.92,166.99,159.18,6:44:24
28.81,307.62,191.41,169.92,166.99,159.18,6:44:28
28.81,307.62,191.41,168.95,166.99,159.18,6:44:32
28.81,308.59,191.41,169.92,166.99,159.18,6:44:36
28.81,307.62,191.41,169.92,166.99,159.18,6:44:40
28.81,307.62,191.41,169.92,166.99,159.18,6:44:44
28.81,307.62,191.41,169.92,166.99,159.18,6:44:48
28.81,307.62,191.41,169.92,166.99,159.18,6:44:52
28.81,307.62,191.41,169.92,166.99,159.18,6:44:56
28.81,307.62,191.41,168.95,166.99,159.18,6:45:00
28.81,307.62,191.41,169.92,166.99,159.18,6:45:04
28.81,308.59,191.41,169.92,166.99,159.18,6:45:08
28.81,307.62,191.41,169.92,166.99,159.18,6:45:12
28.81,308.59,191.41,169.92,166.99,159.18,6:45:16
28.91,308.59,191.41,169.92,166.99,159.18,6:45:21
28.91,307.62,191.41,169.92,166.99,159.18,6:45:25
28.81,308.59,191.41,169.92,166.99,159.18,6:45:29
28.81,308.59,192.38,169.92,166.99,159.18,6:45:33
28.91,308.59,192.38,169.92,166.99,159.18,6:45:37
28.91,308.59,192.38,169.92,166.99,159.18,6:45:41
28.91,308.59,192.38,169.92,166.99,159.18,6:45:45
28.81,308.59,191.41,169.92,166.99,159.18,6:45:49
28.81,308.59,191.41,169.92,166.99,159.18,6:45:53
28.81,308.59,191.41,169.92,166.99,159.18,6:45:57
28.81,309.57,191.41,169.92,166.99,159.18,6:46:01
28.81,308.59,191.41,169.92,166.99,159.18,6:46:05
28.81,309.57,191.41,169.92,166.99,159.18,6:46:09
28.81,309.57,191.41,169.92,166.99,159.18,6:46:13
28.81,309.57,191.41,169.92,166.99,159.18,6:46:17
28.81,309.57,191.41,169.92,166.99,159.18,6:46:21
28.81,309.57,191.41,169.92,166.99,159.18,6:46:25
28.81,309.57,191.41,169.92,166.99,159.18,6:46:29
28.81,310.55,191.41,169.92,166.99,159.18,6:46:34
28.81,310.55,191.41,169.92,166.99,159.18,6:46:38
28.81,310.55,191.41,169.92,166.99,159.18,6:46:42
28.81,310.55,191.41,170.9,166.99,159.18,6:46:46
28.81,310.55,191.41,170.9,167.97,159.18,6:46:50
28.81,310.55,192.38,170.9,167.97,159.18,6:46:54
28.81,310.55,191.41,170.9,167.97,159.18,6:46:58
28.81,310.55,191.41,170.9,167.97,160.16,6:47:02
28.81,310.55,192.38,170.9,167.97,159.18,6:47:06
28.81,310.55,192.38,170.9,167.97,160.16,6:47:10
28.81,310.55,192.38,170.9,167.97,159.18,6:47:14
28.81,310.55,191.41,170.9,167.97,160.16,6:47:18
28.81,310.55,191.41,170.9,167.97,159.18,6:47:22
28.91,310.55,191.41,170.9,167.97,159.18,6:47:26
28.81,310.55,191.41,170.9,167.97,159.18,6:47:30
28.81,310.55,191.41,170.9,167.97,159.18,6:47:34
28.81,310.55,191.41,170.9,167.97,159.18,6:47:38
28.81,310.55,191.41,170.9,167.97,159.18,6:47:42
28.81,310.55,191.41,170.9,167.97,159.18,6:47:47
28.81,310.55,191.41,170.9,167.97,159.18,6:47:51
28.81,310.55,191.41,170.9,167.97,159.18,6:47:55
28.81,310.55,191.41,170.9,166.99,159.18,6:47:59
28.81,310.55,191.41,170.9,166.99,159.18,6:48:03
28.81,310.55,191.41,169.92,166.99,159.18,6:48:07
28.81,310.55,191.41,169.92,166.99,159.18,6:48:11
28.81,310.55,191.41,170.9,166.99,159.18,6:48:15
28.81,310.55,191.41,170.9,166.99,159.18,6:48:19
28.81,311.52,191.41,170.9,166.99,159.18,6:48:23
28.81,311.52,191.41,170.9,166.99,159.18,6:48:27
28.81,311.52,191.41,170.9,167.97,159.18,6:48:31
28.81,311.52,191.41,170.9,167.97,159.18,6:48:35
28.81,311.52,191.41,170.9,167.97,159.18,6:48:39
28.81,311.52,191.41,170.9,167.97,159.18,6:48:43
28.81,311.52,191.41,170.9,167.97,159.18,6:48:47
28.81,312.5,192.38,171.88,167.97,159.18,6:48:51
28.81,312.5,191.41,171.88,167.97,159.18,6:48:56
28.81,311.52,191.41,171.88,167.97,159.18,6:49:00
28.81,311.52,191.41,171.88,167.97,159.18,6:49:04
28.81,311.52,191.41,171.88,167.97,159.18,6:49:08
28.81,311.52,191.41,171.88,167.97,159.18,6:49:12
28.81,311.52,191.41,171.88,167.97,159.18,6:49:16
28.81,311.52,191.41,171.88,167.97,159.18,6:49:20
28.81,311.52,191.41,171.88,167.97,159.18,6:49:24
28.81,311.52,191.41,170.9,167.97,159.18,6:49:28
28.81,311.52,191.41,171.88,167.97,159.18,6:49:32
28.81,311.52,191.41,170.9,167.97,159.18,6:49:36
28.81,311.52,191.41,171.88,167.97,159.18,6:49:40
28.81,310.55,191.41,170.9,167.97,159.18,6:49:44
28.81,311.52,191.41,171.88,167.97,159.18,6:49:48
28.81,310.55,192.38,171.88,167.97,159.18,6:49:52
28.81,311.52,192.38,171.88,167.97,159.18,6:49:56
28.81,311.52,191.41,171.88,167.97,159.18,6:50:00
28.81,311.52,192.38,171.88,167.97,160.16,6:50:04
28.81,311.52,192.38,171.88,167.97,160.16,6:50:09
28.81,311.52,192.38,171.88,167.97,159.18,6:50:13
28.81,311.52,192.38,171.88,167.97,160.16,6:50:17
28.81,311.52,191.41,171.88,167.97,160.16,6:50:21
28.81,311.52,192.38,171.88,167.97,160.16,6:50:25
28.81,311.52,192.38,171.88,167.97,160.16,6:50:29
28.81,311.52,192.38,171.88,167.97,160.16,6:50:33
28.81,311.52,192.38,171.88,167.97,160.16,6:50:37
28.81,311.52,192.38,171.88,167.97,160.16,6:50:41
28.81,311.52,192.38,171.88,167.97,160.16,6:50:45
28.81,311.52,192.38,171.88,167.97,160.16,6:50:49
28.81,311.52,192.38,171.88,167.97,160.16,6:50:53
28.81,310.55,192.38,171.88,167.97,160.16,6:50:57
28.81,310.55,192.38,170.9,167.97,160.16,6:51:01
28.81,310.55,192.38,171.88,167.97,160.16,6:51:05
28.81,310.55,192.38,170.9,167.97,160.16,6:51:09
28.81,310.55,191.41,170.9,167.97,160.16,6:51:13
28.81,310.55,192.38,170.9,167.97,160.16,6:51:18
28.81,310.55,192.38,170.9,167.97,160.16,6:51:22
28.81,310.55,192.38,170.9,167.97,159.18,6:51:26
28.81,310.55,192.38,170.9,167.97,159.18,6:51:30
28.81,310.55,192.38,170.9,167.97,159.18,6:51:34
28.81,310.55,191.41,170.9,167.97,159.18,6:51:38
28.81,310.55,191.41,170.9,167.97,159.18,6:51:42
28.81,310.55,191.41,170.9,166.99,159.18,6:51:46
28.81,310.55,191.41,170.9,167.97,159.18,6:51:50
28.81,310.55,191.41,170.9,167.97,159.18,6:51:54
28.81,310.55,191.41,170.9,167.97,159.18,6:51:58
28.81,310.55,191.41,170.9,167.97,159.18,6:52:02
28.81,310.55,192.38,170.9,167.97,159.18,6:52:06
28.81,310.55,191.41,170.9,167.97,159.18,6:52:10
28.81,310.55,191.41,170.9,166.99,159.18,6:52:14
28.81,310.55,191.41,170.9,167.97,159.18,6:52:18
28.81,310.55,191.41,170.9,166.99,159.18,6:52:22
28.81,310.55,192.38,170.9,167.97,159.18,6:52:26
28.81,309.57,192.38,170.9,167.97,159.18,6:52:31
28.81,309.57,191.41,170.9,167.97,159.18,6:52:35
28.81,309.57,191.41,170.9,167.97,159.18,6:52:39
28.81,310.55,191.41,170.9,167.97,160.16,6:52:43
28.81,310.55,192.38,170.9,167.97,159.18,6:52:47
28.81,309.57,191.41,170.9,167.97,159.18,6:52:51
28.81,309.57,192.38,170.9,167.97,159.18,6:52:55
28.91,310.55,192.38,170.9,167.97,165.04,6:52:59
28.81,309.57,191.41,170.9,167.97,159.18,6:53:03
28.81,309.57,192.38,170.9,167.97,159.18,6:53:07
28.81,309.57,192.38,170.9,167.97,159.18,6:53:11
28.81,309.57,191.41,170.9,167.97,160.16,6:53:15
28.91,309.57,192.38,170.9,167.97,159.18,6:53:19
28.81,309.57,191.41,170.9,167.97,159.18,6:53:23
28.81,309.57,192.38,170.9,166.99,159.18,6:53:27
28.81,309.57,191.41,170.9,167.97,159.18,6:53:31
28.81,309.57,191.41,170.9,166.99,159.18,6:53:35
28.81,309.57,191.41,169.92,166.99,159.18,6:53:39
28.81,309.57,192.38,170.9,166.99,159.18,6:53:44
28.81,309.57,191.41,169.92,167.97,159.18,6:53:48
28.81,309.57,191.41,170.9,166.99,159.18,6:53:52
28.81,309.57,191.41,169.92,166.99,159.18,6:53:56
28.81,309.57,192.38,170.9,167.97,159.18,6:54:00
28.81,309.57,191.41,169.92,166.99,159.18,6:54:04
28.81,309.57,191.41,169.92,166.99,159.18,6:54:08
28.81,309.57,191.41,169.92,166.99,159.18,6:54:12
28.81,308.59,191.41,169.92,166.99,159.18,6:54:16
28.81,308.59,191.41,169.92,166.99,159.18,6:54:20
28.81,309.57,191.41,169.92,166.99,159.18,6:54:24
28.81,309.57,191.41,170.9,166.99,159.18,6:54:28
28.81,309.57,191.41,169.92,166.99,159.18,6:54:32
28.81,309.57,191.41,169.92,166.99,159.18,6:54:36
28.81,309.57,191.41,169.92,166.99,160.16,6:54:40
28.81,309.57,191.41,169.92,166.99,159.18,6:54:44
28.81,308.59,191.41,169.92,166.99,159.18,6:54:48
28.81,308.59,191.41,169.92,166.99,159.18,6:54:53
28.81,308.59,191.41,169.92,166.99,159.18,6:54:57
28.81,308.59,192.38,169.92,166.99,159.18,6:55:01
28.81,308.59,191.41,169.92,166.99,159.18,6:55:05
28.81,308.59,191.41,169.92,166.99,159.18,6:55:09
28.81,308.59,191.41,169.92,166.99,159.18,6:55:13
28.81,308.59,191.41,169.92,166.99,159.18,6:55:17
28.81,308.59,191.41,169.92,166.99,159.18,6:55:21
28.81,308.59,191.41,169.92,166.99,159.18,6:55:25
28.81,308.59,191.41,169.92,166.99,159.18,6:55:29
28.81,308.59,191.41,169.92,166.99,159.18,6:55:33
28.81,308.59,191.41,169.92,166.99,159.18,6:55:37
28.81,308.59,475.59,169.92,166.99,159.18,6:55:41
28.81,308.59,472.66,169.92,166.99,159.18,6:55:45
28.81,308.59,472.66,169.92,166.99,159.18,6:55:49
28.81,308.59,469.73,169.92,166.99,159.18,6:55:53
28.81,308.59,471.68,169.92,166.99,159.18,6:55:57
28.81,308.59,469.73,169.92,166.99,159.18,6:56:01
28.81,309.57,478.52,169.92,166.99,159.18,6:56:06
28.81,309.57,468.75,169.92,166.99,160.16,6:56:10
28.91,309.57,466.8,169.92,166.99,160.16,6:56:14
28.81,309.57,464.84,169.92,166.99,160.16,6:56:18
28.81,308.59,463.87,169.92,166.99,160.16,6:56:22
28.81,308.59,192.38,169.92,166.99,160.16,6:56:26
28.81,309.57,192.38,169.92,166.99,160.16,6:56:30
28.81,308.59,192.38,169.92,166.99,160.16,6:56:34
28.81,308.59,192.38,169.92,166.99,159.18,6:56:38
28.81,309.57,192.38,169.92,166.99,160.16,6:56:42
28.81,309.57,191.41,169.92,166.99,160.16,6:56:46
28.81,309.57,192.38,169.92,166.99,160.16,6:56:50
28.81,309.57,192.38,169.92,166.99,160.16,6:56:54
28.81,309.57,192.38,169.92,166.99,160.16,6:56:58
28.81,309.57,192.38,169.92,166.99,160.16,6:57:02
28.81,309.57,192.38,169.92,167.97,160.16,6:57:06
28.81,309.57,192.38,169.92,167.97,160.16,6:57:10
28.81,310.55,192.38,169.92,167.97,160.16,6:57:15
28.81,310.55,192.38,169.92,167.97,160.16,6:57:19
28.81,310.55,192.38,169.92,167.97,160.16,6:57:23
28.81,310.55,192.38,169.92,167.97,160.16,6:57:27
28.81,309.57,192.38,169.92,167.97,160.16,6:57:31
28.81,309.57,192.38,169.92,166.99,160.16,6:57:35
28.81,309.57,192.38,169.92,166.99,160.16,6:57:39
28.81,309.57,192.38,169.92,167.97,159.18,6:57:43
28.81,309.57,192.38,169.92,166.99,159.18,6:57:47
28.81,309.57,192.38,169.92,166.99,160.16,6:57:51
28.81,310.55,192.38,169.92,167.97,160.16,6:57:55
28.81,309.57,192.38,169.92,166.99,160.16,6:57:59
28.81,310.55,192.38,169.92,167.97,160.16,6:58:03
28.81,310.55,192.38,169.92,166.99,160.16,6:58:07
28.81,309.57,192.38,170.9,166.99,160.16,6:58:11
28.81,310.55,192.38,169.92,166.99,160.16,6:58:15
28.81,309.57,192.38,169.92,166.99,160.16,6:58:19
28.81,309.57,192.38,169.92,167.97,160.16,6:58:23
28.81,310.55,192.38,169.92,166.99,160.16,6:58:28
28.81,310.55,192.38,169.92,167.97,160.16,6:58:32
28.81,310.55,192.38,169.92,167.97,160.16,6:58:36
28.81,310.55,192.38,170.9,167.97,160.16,6:58:40
28.81,310.55,192.38,169.92,167.97,160.16,6:58:44
28.81,310.55,192.38,169.92,167.97,160.16,6:58:48
28.81,309.57,192.38,169.92,167.97,160.16,6:58:52
28.81,309.57,192.38,169.92,166.99,160.16,6:58:56
28.81,309.57,192.38,169.92,166.99,160.16,6:59:00
28.81,309.57,192.38,169.92,167.97,160.16,6:59:04
28.81,309.57,192.38,169.92,166.99,160.16,6:59:08
28.81,310.55,192.38,169.92,166.99,160.16,6:59:12
28.81,309.57,192.38,169.92,166.99,160.16,6:59:16
28.81,309.57,192.38,169.92,166.99,160.16,6:59:20
28.81,309.57,192.38,169.92,166.99,160.16,6:59:24
28.81,309.57,192.38,169.92,167.97,160.16,6:59:28
28.81,309.57,192.38,169.92,166.99,160.16,6:59:32
28.81,310.55,192.38,169.92,166.99,160.16,6:59:36
28.81,309.57,192.38,169.92,166.99,160.16,6:59:41
28.71,304.69,189.45,168.95,166.99,160.16,6:59:45
28.71,309.57,191.41,169.92,166.99,160.16,6:59:49
28.71,309.57,191.41,169.92,166.99,159.18,6:59:53
28.71,309.57,192.38,169.92,166.99,160.16,6:59:57
28.71,309.57,192.38,169.92,166.99,160.16,7:00:01
28.71,309.57,191.41,169.92,166.99,159.18,7:00:05
28.71,309.57,191.41,169.92,166.99,159.18,7:00:09
28.71,309.57,191.41,169.92,166.99,159.18,7:00:13
28.71,309.57,191.41,169.92,166.99,159.18,7:00:17
28.71,309.57,191.41,169.92,166.99,159.18,7:00:21
28.71,309.57,191.41,169.92,166.99,159.18,7:00:25
28.71,309.57,191.41,169.92,166.99,159.18,7:00:29
28.71,309.57,192.38,169.92,166.99,159.18,7:00:33
28.71,309.57,191.41,169.92,166.99,159.18,7:00:37
28.71,309.57,191.41,169.92,166.99,160.16,7:00:41
28.71,309.57,191.41,169.92,166.99,159.18,7:00:45
28.71,309.57,192.38,169.92,166.99,160.16,7:00:50
28.71,309.57,192.38,169.92,166.99,160.16,7:00:54
28.71,309.57,192.38,169.92,166.99,160.16,7:00:58
28.71,309.57,192.38,169.92,166.99,160.16,7:01:02
28.71,309.57,192.38,169.92,166.99,160.16,7:01:06
28.71,308.59,192.38,169.92,166.99,160.16,7:01:10
28.71,308.59,191.41,169.92,166.99,160.16,7:01:14
28.71,308.59,192.38,169.92,166.99,160.16,7:01:18
28.71,308.59,192.38,169.92,166.99,160.16,7:01:22
28.71,308.59,192.38,169.92,166.99,160.16,7:01:26
28.71,308.59,192.38,169.92,166.99,160.16,7:01:30
28.71,308.59,191.41,169.92,166.99,160.16,7:01:34
28.71,308.59,191.41,169.92,166.99,160.16,7:01:38
28.71,308.59,192.38,169.92,166.99,160.16,7:01:42
28.71,308.59,192.38,169.92,166.99,159.18,7:01:46
28.71,308.59,191.41,168.95,166.99,160.16,7:01:50
28.71,308.59,192.38,169.92,166.99,160.16,7:01:54
28.71,308.59,191.41,168.95,166.02,160.16,7:01:58
28.71,308.59,191.41,168.95,166.99,159.18,7:02:03
28.71,307.62,191.41,169.92,166.99,160.16,7:02:07
28.71,307.62,191.41,168.95,166.99,160.16,7:02:11
28.71,307.62,192.38,168.95,166.99,159.18,7:02:15
28.71,307.62,191.41,168.95,166.99,160.16,7:02:19
28.71,307.62,192.38,168.95,166.99,160.16,7:02:23
28.71,307.62,191.41,168.95,166.99,160.16,7:02:27
28.81,307.62,191.41,168.95,166.99,159.18,7:02:31
28.71,307.62,192.38,168.95,166.99,159.18,7:02:35
28.71,307.62,191.41,168.95,166.99,160.16,7:02:39
28.71,307.62,191.41,168.95,166.99,159.18,7:02:43
28.81,307.62,192.38,168.95,166.02,159.18,7:02:47
28.81,307.62,191.41,168.95,166.99,160.16,7:02:51
28.81,307.62,192.38,168.95,166.99,160.16,7:02:55
28.81,307.62,192.38,168.95,166.99,160.16,7:02:59
28.81,307.62,192.38,168.95,166.99,160.16,7:03:03
28.81,307.62,191.41,168.95,166.99,160.16,7:03:07
28.81,307.62,192.38,168.95,166.99,160.16,7:03:12
28.81,307.62,192.38,168.95,166.99,160.16,7:03:16
28.81,306.64,192.38,168.95,166.99,160.16,7:03:20
28.81,306.64,192.38,168.95,166.99,160.16,7:03:24
28.81,306.64,192.38,168.95,166.99,160.16,7:03:28
28.81,307.62,192.38,168.95,166.99,160.16,7:03:32
28.81,307.62,192.38,168.95,166.99,160.16,7:03:36
28.81,306.64,192.38,168.95,166.99,160.16,7:03:40
28.81,307.62,192.38,168.95,166.99,160.16,7:03:44
28.81,307.62,192.38,168.95,166.99,160.16,7:03:48
28.81,307.62,192.38,169.92,166.99,286.83,7:03:52
28.81,307.62,192.38,168.95,166.99,322.09,7:03:56
28.81,306.64,192.38,168.95,166.99,405.16,7:04:00
28.81,306.64,192.38,168.95,166.99,278.57,7:04:04
28.81,306.64,192.38,168.95,166.99,383.82,7:04:08
28.81,306.64,192.38,168.95,166.99,293.62,7:04:12
28.81,306.64,192.38,168.95,166.99,409.13,7:04:16
28.71,306.64,191.41,168.95,166.02,302.45,7:04:20
28.81,306.64,192.38,168.95,166.99,371.32,7:04:25
28.71,306.64,192.38,168.95,166.02,159.18,7:04:29
28.71,306.64,192.38,168.95,166.02,159.18,7:04:33
28.71,306.64,191.41,168.95,166.02,159.18,7:04:37
28.71,306.64,192.38,168.95,166.02,160.16,7:04:41
28.71,306.64,191.41,168.95,166.02,160.16,7:04:45
28.71,306.64,191.41,168.95,166.02,159.18,7:04:49
28.71,306.64,191.41,168.95,166.02,159.18,7:04:53
28.71,306.64,192.38,168.95,166.02,160.16,7:04:57
28.81,306.64,192.38,168.95,178.71,161.13,7:05:01
28.71,306.64,191.41,168.95,166.02,159.18,7:05:05
28.81,306.64,191.41,168.95,166.02,159.18,7:05:09
28.71,306.64,191.41,168.95,166.02,159.18,7:05:13
28.71,306.64,192.38,167.97,166.02,159.18,7:05:17
28.81,306.64,191.41,168.95,166.02,159.18,7:05:21
28.81,305.66,192.38,167.97,166.99,160.16,7:05:25
28.81,305.66,192.38,167.97,166.02,159.18,7:05:29
28.81,305.66,191.41,168.95,166.02,159.18,7:05:34
28.81,305.66,192.38,167.97,166.02,159.18,7:05:38
28.71,305.66,191.41,168.95,166.02,159.18,7:05:42
28.81,305.66,191.41,167.97,166.02,159.18,7:05:46
28.81,305.66,191.41,167.97,166.02,159.18,7:05:50
28.81,305.66,191.41,167.97,166.02,159.18,7:05:54
28.71,305.66,191.41,167.97,166.02,159.18,7:05:58
28.71,305.66,191.41,167.97,166.02,159.18,7:06:02
28.81,305.66,191.41,167.97,166.02,159.18,7:06:06
28.81,305.66,191.41,167.97,166.02,159.18,7:06:10
28.81,305.66,191.41,167.97,166.02,159.18,7:06:14
28.81,305.66,192.38,168.95,166.02,159.18,7:06:18
28.81,305.66,191.41,167.97,166.02,159.18,7:06:22
